"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Central Europe and the Baltics","CEB","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9204804535202","11.3159544470016","12.9104396912322","13.246084562307","12.9476326738306","12.6181918958524","12.4527203114447","12.6030490646617","13.113568585178","13.0825514807585","12.9408101039324","13.0947762339093","13.1145146224822","13.6949842038368","",
"Switzerland","CHE","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6970459297001","24.7170590140772","26.4473890195306","25.8077944565173","25.2726064095068","26.057584091002","26.7499611091867","26.6576148877731","27.050650237801","27.3348970990548","14.023429360152","13.3174672038778","12.9085442057074","12.8440545244334","",
"Channel Islands","CHI","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00783034254724","7.0676017220948","6.56071061485964","6.34272114927709","5.25342330952185","5.38794655657942","6.96136641544024","7.29993519369265","6.97649783028021","8.53694408284449","6.97211795425807","6.8803857512626","7.50956204074443","15.8018071199129","",
"China","CHN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1508027954302","29.3636568197078","31.9377908365726","32.1236547413899","30.483931117432","30.848683311628","31.5743628785515","29.6954153593557","30.421944817913","30.2426414600906","30.9072391130044","31.5676788387322","30.838844685267","31.2848256408359","",
"Cote d'Ivoire","CIV","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.377697491478","12.4740667156916","4.2478037915013","16.6930091045578","8.97049962615032","4.35924219494114","11.3886790205859","7.20971364197861","8.59060435646044","7.01551167299635","6.55993193540483","11.2315190883768","","",
"Cameroon","CMR","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20273640500554","6.84062106151953","4.85691636657362","5.61841773540935","6.01740439138626","7.02526318120575","","","",
"Congo, Dem. Rep.","COD","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.60446694031124","0.310225332345109","0.184292846103945","0.246252598858732","0.782215715734939","0.509651446139782","",
"Congo, Rep.","COG","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09069123400357","0.925919603584997","1.15950407279979","2.00657415959526","2.52380788559968","6.3421911215416","4.54987351786134","",
"Colombia","COL","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06526380772836","4.01539204028518","5.55422594287884","5.36253461964428","4.67963038719246","5.67742887461494","7.76843653235379","8.11973749095656","9.84934563232937","10.1857850709883","8.96234837291713","7.22137141944406","9.04842009601525","9.91352089634472","",
